2.948666666666666742e+02 1.619911111111111097e+02 1.471288888888888948e+02
2.947333333333333485e+02 1.619644444444444389e+02 1.472488888888889278e+02
2.946000000000000796e+02 1.619200000000000443e+02 1.473600000000000136e+02
2.944666666666667538e+02 1.618577777777777840e+02 1.474622222222222376e+02
2.943333333333333712e+02 1.617777777777777715e+02 1.475555555555555998e+02
2.941999999999999886e+02 1.616799999999999784e+02 1.476399999999999864e+02
2.940666666666666629e+02 1.615644444444444616e+02 1.477155555555555395e+02
2.939333333333333371e+02 1.614311111111111074e+02 1.477822222222222308e+02
2.938000000000000114e+02 1.612799999999999727e+02 1.478400000000000034e+02
2.936666666666666856e+02 1.611111111111111143e+02 1.478888888888888857e+02
2.935333333333333030e+02 1.609244444444444468e+02 1.479288888888888778e+02
2.934000000000000341e+02 1.607199999999999989e+02 1.479600000000000080e+02
2.932666666666666515e+02 1.604977777777777987e+02 1.479822222222222194e+02
2.931333333333333258e+02 1.602577777777777897e+02 1.479955555555555406e+02
2.930000000000000000e+02 1.600000000000000000e+02 1.480000000000000000e+02
2.928520710059171961e+02 1.597011834319526713e+02 1.479970414201183644e+02
2.927159763313609915e+02 1.594201183431952416e+02 1.479881656804733723e+02
2.925917159763313293e+02 1.591568047337277960e+02 1.479733727810650521e+02
2.924792899408283802e+02 1.589112426035503063e+02 1.479526627218934891e+02
2.923786982248520872e+02 1.586834319526627439e+02 1.479260355029585980e+02
2.922899408284023366e+02 1.584733727810650805e+02 1.478934911242603505e+02
2.922130177514792990e+02 1.582810650887574013e+02 1.478550295857988317e+02
2.921479289940828039e+02 1.581065088757396495e+02 1.478106508875739564e+02
2.920946745562130218e+02 1.579497041420118251e+02 1.477603550295858099e+02
2.920532544378698390e+02 1.578106508875739564e+02 1.477041420118343069e+02
2.920236686390532554e+02 1.576893491124260436e+02 1.476420118343195327e+02
2.920059171597633281e+02 1.575857988165680297e+02 1.475739644970414304e+02
2.920000000000000000e+02 1.575000000000000000e+02 1.475000000000000000e+02
2.920000000000000568e+02 1.573400000000000318e+02 1.473000000000000398e+02
2.920000000000000000e+02 1.572600000000000193e+02 1.470999999999999943e+02
2.920000000000000000e+02 1.572599999999999909e+02 1.469000000000000057e+02
2.920000000000000000e+02 1.573400000000000318e+02 1.467000000000000171e+02
2.920000000000000000e+02 1.575000000000000000e+02 1.465000000000000000e+02
2.920000000000000568e+02 1.576800000000000352e+02 1.463000000000000114e+02
2.920000000000000000e+02 1.578199999999999932e+02 1.460999999999999943e+02
2.920000000000000000e+02 1.579200000000000159e+02 1.459000000000000057e+02
2.920000000000000000e+02 1.579800000000000182e+02 1.457000000000000171e+02
2.920000000000000000e+02 1.580000000000000000e+02 1.455000000000000000e+02
2.920078125000000000e+02 1.580078125000000000e+02 1.453671875000000000e+02
2.920312500000000000e+02 1.580312500000000000e+02 1.452187500000000000e+02
2.920703125000000000e+02 1.580703125000000000e+02 1.450546875000000000e+02
2.921250000000000000e+02 1.581250000000000000e+02 1.448750000000000000e+02
2.921953125000000000e+02 1.581953125000000000e+02 1.446796875000000000e+02
2.922812500000000000e+02 1.582812500000000000e+02 1.444687500000000000e+02
2.923828125000000000e+02 1.583828125000000000e+02 1.442421875000000000e+02
2.925000000000000000e+02 1.585000000000000000e+02 1.440000000000000000e+02
2.925688775510204209e+02 1.585739795918367463e+02 1.438545918367346985e+02
2.926326530612245733e+02 1.586530612244898180e+02 1.437040816326530717e+02
2.926913265306122298e+02 1.587372448979591866e+02 1.435484693877550910e+02
2.927448979591837315e+02 1.588265306122448806e+02 1.433877551020408134e+02
2.927933673469387372e+02 1.589209183673468999e+02 1.432219387755101820e+02
2.928367346938775313e+02 1.590204081632652731e+02 1.430510204081632537e+02
2.928750000000000000e+02 1.591250000000000000e+02 1.428750000000000000e+02
2.929081632653061433e+02 1.592346938775510239e+02 1.426938775510204209e+02
2.929362244897959044e+02 1.593494897959183731e+02 1.425076530612244881e+02
2.929591836734693970e+02 1.594693877551020478e+02 1.423163265306122298e+02
2.929770408163265074e+02 1.595943877551020478e+02 1.421198979591836746e+02
2.929897959183673493e+02 1.597244897959183731e+02 1.419183673469387941e+02
2.929974489795918089e+02 1.598596938775510239e+02 1.417117346938775313e+02
2.930000000000000000e+02 1.600000000000000000e+02 1.415000000000000000e+02
2.929965277777777146e+02 1.601562500000000000e+02 1.412534722222222001e+02
2.929861111111111427e+02 1.602916666666666856e+02 1.410138888888889142e+02
2.929687500000000000e+02 1.604062500000000000e+02 1.407812500000000000e+02
2.929444444444444571e+02 1.605000000000000284e+02 1.405555555555555713e+02
2.929131944444444002e+02 1.605729166666666572e+02 1.403368055555555429e+02
2.928750000000000000e+02 1.606250000000000000e+02 1.401250000000000000e+02
2.928298611111110858e+02 1.606562500000000000e+02 1.399201388888888857e+02
2.927777777777778283e+02 1.606666666666666856e+02 1.397222222222222285e+02
2.927187500000000000e+02 1.606562500000000000e+02 1.395312500000000000e+02
2.926527777777777715e+02 1.606250000000000000e+02 1.393472222222222285e+02
2.925798611111110858e+02 1.605729166666666572e+02 1.391701388888888857e+02
2.925000000000000000e+02 1.605000000000000000e+02 1.390000000000000000e+02
2.924100000000000250e+02 1.604150000000000205e+02 1.388000000000000114e+02
2.923400000000000318e+02 1.603600000000000136e+02 1.386000000000000227e+02
2.922899999999999636e+02 1.603350000000000080e+02 1.384000000000000057e+02
2.922599999999999909e+02 1.603399999999999750e+02 1.382000000000000171e+02
2.922500000000000000e+02 1.603750000000000000e+02 1.380000000000000000e+02
2.922599999999999909e+02 1.604399999999999977e+02 1.378000000000000114e+02
2.922900000000000205e+02 1.605349999999999966e+02 1.376000000000000227e+02
2.923400000000000318e+02 1.606599999999999966e+02 1.374000000000000057e+02
2.924099999999999682e+02 1.608149999999999977e+02 1.372000000000000171e+02
2.925000000000000000e+02 1.610000000000000000e+02 1.370000000000000000e+02
2.925605468750000000e+02 1.611230468750000000e+02 1.368710937500000000e+02
2.926171875000000000e+02 1.612421875000000000e+02 1.367343750000000000e+02
2.926699218750000000e+02 1.613574218750000000e+02 1.365898437500000000e+02
2.927187500000000000e+02 1.614687500000000000e+02 1.364375000000000000e+02
2.927636718750000000e+02 1.615761718750000000e+02 1.362773437500000000e+02
2.928046875000000000e+02 1.616796875000000000e+02 1.361093750000000000e+02
2.928417968750000000e+02 1.617792968750000000e+02 1.359335937500000000e+02
2.928750000000000000e+02 1.618750000000000000e+02 1.357500000000000000e+02
2.929042968750000000e+02 1.619667968750000000e+02 1.355585937500000000e+02
2.929296875000000000e+02 1.620546875000000000e+02 1.353593750000000000e+02
2.929511718750000000e+02 1.621386718750000000e+02 1.351523437500000000e+02
2.929687500000000000e+02 1.622187500000000000e+02 1.349375000000000000e+02
2.929824218750000000e+02 1.622949218750000000e+02 1.347148437500000000e+02
2.929921875000000000e+02 1.623671875000000000e+02 1.344843750000000000e+02
2.929980468750000000e+02 1.624355468750000000e+02 1.342460937500000000e+02
2.930000000000000000e+02 1.625000000000000000e+02 1.340000000000000000e+02
2.930000000000000000e+02 1.625644444444444616e+02 1.337377777777777794e+02
2.930000000000000568e+02 1.626244444444444639e+02 1.334844444444444491e+02
2.930000000000001137e+02 1.626800000000000352e+02 1.332400000000000375e+02
2.930000000000000568e+02 1.627311111111111472e+02 1.330044444444444878e+02
2.930000000000000000e+02 1.627777777777777999e+02 1.327777777777777715e+02
2.930000000000000000e+02 1.628200000000000216e+02 1.325600000000000023e+02
2.930000000000000000e+02 1.628577777777777555e+02 1.323511111111111234e+02
2.930000000000000000e+02 1.628911111111111154e+02 1.321511111111111063e+02
2.930000000000000000e+02 1.629199999999999875e+02 1.319600000000000080e+02
2.930000000000000000e+02 1.629444444444444571e+02 1.317777777777777715e+02
2.930000000000000000e+02 1.629644444444444389e+02 1.316044444444444537e+02
2.930000000000000000e+02 1.629800000000000182e+02 1.314399999999999977e+02
2.930000000000000000e+02 1.629911111111111097e+02 1.312844444444444321e+02
2.930000000000000000e+02 1.629977777777777703e+02 1.311377777777777851e+02
2.930000000000000000e+02 1.630000000000000000e+02 1.310000000000000000e+02
2.929897959183674061e+02 1.630000000000000284e+02 1.307244897959183731e+02
2.929591836734693970e+02 1.630000000000000000e+02 1.304693877551020478e+02
2.929081632653060865e+02 1.629999999999999716e+02 1.302346938775509955e+02
2.928367346938775881e+02 1.630000000000000000e+02 1.300204081632653015e+02
2.927448979591836746e+02 1.630000000000000000e+02 1.298265306122448806e+02
2.926326530612244596e+02 1.630000000000000000e+02 1.296530612244898180e+02
2.925000000000000000e+02 1.630000000000000000e+02 1.295000000000000000e+02
